Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
Sr Supply Chain Data Analyst - Distribution,Supply Chain Experience| Excel| Microsoft Access,Columbia Sportswear,324,3.700000048,19,OR,"Less than 10,000",Retail
Sr Supply Chain Data Analyst - Demand and Supply,Supply Chain Experience| Excel| Tableau| Microsoft Access,Columbia Sportswear,324,3.700000048,13,OR,"Less than 10,000",Retail
Data Analyst II,SharePoint| Microsoft SQL Server,Clayton Homes,325,3.599999905,30,TN,"10,000+",Construction
Data Analyst | Office of Transformation,SQL| Tableau| Alteryx| QlikView| Data Analysis| Six Sigma Certification,Christiana Care Health Systems,327,4.099999905,23,DE,"10,000+",Health Care
"Data Analyst, Marketing",Salesforce CRM| Business Intelligence| R| SAS| SQL| Excel| Tableau| Alteryx| Python,Experian,330,4.300000191,30,CA,,Internet and Software
Data Analyst Planning,HTML5| CPT Coding| SQL| Microsoft Access| ICD-9,Baystate Health,331,3.900000095,30,MA,,Health Care
Senior Epic Reporting and Data Analyst,Epic Certification| Epic| SQL,Community Health Network,331,4,30,IN,"10,000+",Health Care
Data Analyst - University Institutional Research & Reporting,,Indiana University,332,4.300000191,4,IN,,Education and Schools
Marketing Data Analyst,Quantitative Analysis| Data Mining| Microsoft Powerpoint| Scripting| Marketing| R| Digital Marketing| Microsoft Office| SQL| Tableau| Python| Attribution Modeling,Autodesk,333,4.099999905,30,CA,"Less than 10,000",Internet and Software
"Business Data Analyst, AEX",Quantitative Analysis| Data Mining| Microsoft Powerpoint| Scripting| R| Digital Marketing| Microsoft Office| SQL| Tableau| Python,Autodesk,333,4.099999905,30,CA,"Less than 10,000",Internet and Software
"Analytics Business Partner, Market Intelligence",Customer Segmentation| Microsoft Powerpoint| Marketing| SQL| Excel| Tableau,Autodesk,333,4.099999905,30,CA,"Less than 10,000",Internet and Software
Reimbursement Data Analyst,Microsoft Word| Microsoft Powerpoint| Excel| Microsoft Access,Option Care,336,3.099999905,30,IL,"Less than 10,000",Health Care
Clinical Data Analyst,,Piedmont Healthcare,347,3.700000048,30,GA,,Health Care
Data Analyst,SDLC| SQL| Tableau| Alteryx,T. Rowe Price,348,3.900000095,30,MD,"Less than 10,000",Banks and Financial Services
Senior Technical Business/Data Analyst,Oracle| SQL| Microsoft Office| DB2,T. Rowe Price,348,3.900000095,4,MD,"Less than 10,000",Banks and Financial Services
Senior Data Analyst,Time Management| Data Analysis| SQL,Partners HealthCare,351,4,30,MA,,Health Care
Data Analyst,SQL,Commonwealth of Massachusetts,353,3.900000095,7,MA,,Government
Data Analyst,TensorFlow| Linux| Data Mining| Machine Learning| R| DynamoDB| CI/CD| SAS| Natural Language Processing| STATA| Git| SPSS| Software Development| Shell Scripting| PostgreSQL| Python| AWS,Commonwealth of Massachusetts,353,3.900000095,30,MA,,Government
Compliance Data Analyst,Adobe Acrobat| JavaScript| Business Intelligence| Microsoft SQL Server| Microsoft Powerpoint| Crystal Reports| SQL| HTML5| Tableau| Visio| CSS,UCLA Health,357,4.199999809,10,CA,,Health Care
Data Analyst Senior,SharePoint| Microsoft Powerpoint| SQL| Microsoft Office,One Call,357,3,9,NY,,Insurance
VP Analytics,Business Intelligence| Microsoft SQL Server| QlikView| Oracle| Tableau| Microsoft Access,Zenith,358,3.5,30,NY,,
Data Analyst Manager,Perl| SAS| SQL| Data Warehouse| Leadership Experience| Python,Genworth,361,3.700000048,8,VA,,Banks and Financial Services
Healthcare Data Analyst,Microsoft Powerpoint| Crystal Reports,Edward-Elmhurst Health,364,4,5,IL,,Health Care
Population Health Data Analyst,Epic| Microsoft Powerpoint| Microsoft Office,Edward-Elmhurst Health,364,4,20,IL,,Health Care
System Data Analyst,,Bryant & Stratton College,367,3.900000095,16,NY,,Education and Schools
Health Data Analyst - Medicare,Microsoft Powerpoint| SAS| Excel| SQL| Tableau,Prime Therapeutics,370,3.400000095,19,MN,,
Safety Outcomes Data Analyst,Data Mining| SAS| Microsoft Office| SQL| Tableau| Software Development| Visio| Data Analysis,MedStar Health,373,3.799999952,30,DC,,Health Care
Digital Data Analyst,Google Analytics| Excel| Microsoft Access,AmeriHealth Caritas,373,3.400000095,30,PA,"Less than 10,000",Insurance
"Data Analyst, Shutterfly Business Solutions",JavaScript,Shutterfly,376,3.799999952,9,MN,,Retail
Quality Improvement Data Analyst - Inpatient Medicine,,Boston Children's Hospital,377,4.199999809,6,MA,"Less than 10,000",Organization
Quality Improvement Data Analyst,,Boston Children's Hospital,377,4.199999809,24,MA,"Less than 10,000",Organization
Quality Improvement Data Analyst,,Boston Children's Hospital,377,4.199999809,30,MA,"Less than 10,000",Organization
Quality Improvement Data Analyst,,Boston Children's Hospital,377,4.199999809,30,MA,"Less than 10,000",Organization
Research and Data Analyst-Student Learning,Data Mining| Data Analysis,Northeastern University,378,4.300000191,30,MA,,Education and Schools
Geo Data Analyst,Microsoft Office,Cubic Corporation,379,3.799999952,5,TX,"Less than 10,000",Government
Sr. Data Analyst - Health Plan Group,JavaScript| Data Mining| XML| SAS| Excel| SQL| SPSS,Health First,381,3.700000048,30,FL,,Health Care
"Sr. Data Analyst - Moon Twp, PA",Business Intelligence| Microsoft SQL Server| Data Mining| Machine Learning| TFS| Power BI| R| Azure| Image Processing| JSON| SQL| Tableau| Java| T-SQL| Visual Studio| Python| Data Science,ServiceLink,382,3.099999905,5,PA,,
"Analyst, Advanced Analytics and Data Science",Business Intelligence| Microsoft SQL Server| Scripting| Azure| SQL| Tableau| Design Experience| Python,Kennametal,382,3.799999952,8,PA,"10,000+",Industrial Manufacturing
"Data Analyst, Spam Operations",JavaScript| Data Mining| Quantitative Analysis| Scripting| Python| SQL| PHP| Haskell,Facebook,387,4.199999809,19,CA,"10,000+",Internet and Software
"Data Analyst - Media, Partnerships Analytics",Hive| R| SAS| Oracle| SQL| Tableau| STATA| MySQL| Facebook Advertising| SPSS,Facebook,387,4.199999809,19,NY,"10,000+",Internet and Software
"Data Analyst, People Analytics",Statistical Software| Hive| Scripting| Project Management| R| Oracle| SQL| Workday| Tableau| Python,Facebook,387,4.199999809,13,CA,"10,000+",Internet and Software
"Data Analyst, Music and Media Operations",Java| JavaScript| Python| SQL,Facebook,387,4.199999809,19,NY,"10,000+",Internet and Software
"Data Analyst, Customer Operations",Hive| Hadoop| R| SAS| SQL| Tableau| STATA| Troubleshooting| SPSS| MATLAB| Python,Facebook,387,4.199999809,13,CA,"10,000+",Internet and Software
"Data Analyst, Media Operations",Hive| Quantitative Analysis| Hadoop| Scripting| R| Perl| SQL| Tableau| Haskell| Business Analysis| Python| PHP,Facebook,387,4.199999809,19,CA,"10,000+",Internet and Software
"Marketplace Analyst, Publisher Yield Analytics",Hive| R| Statisical Analysis| SQL| Tableau| Python,Facebook,387,4.199999809,19,CA,"10,000+",Internet and Software
"Assessment Science Analyst, People Analytics",Survey Design| SPSS| R| Python,Facebook,387,4.199999809,19,NY,"10,000+",Internet and Software
Head of Global Security Business Intelligence and Analytics,Business Intelligence| Business Analysis| SQL,Facebook,387,4.199999809,5,CA,"10,000+",Internet and Software
Health Care Data Analyst,Data Mining| Machine Learning,NORC at the University of Chicago,390,3.5,30,IL,"Less than 10,000",Organization
Senior Data Analyst,Survey Design| Data Mining| Machine Learning,NORC at the University of Chicago,390,3.5,30,IL,"Less than 10,000",Organization
Grains and Oilseeds Data Analyst,SharePoint| R| Data Science| Python| Microsoft Office,Louis Dreyfus,392,4,30,CT,,
"Analyst, Imagery Analytics",R| Python| SQL| Tableau,Wayfair,397,3.400000095,26,MA,"Less than 10,000",Internet and Software
Manager - Data Analytics Platforms,Java| Business Intelligence| Python| C/C++| SQL| Tableau,Wayfair,397,3.400000095,18,MA,"Less than 10,000",Internet and Software
Financial Data Analyst,JavaScript| Hyperion| Microsoft SQL Server| Data Mining| Microsoft Powerpoint| R| SAS| Oracle| Excel| Cloud Computing| SQL| Tableau| Visio| Data Analysis| OOP| Financial Modeling,Inovalon,398,3.200000048,30,MD,"Less than 10,000",Health Care
Data Analyst - Children's Community Practices,Microsoft Powerpoint,Nationwide Children's Hospital,399,4.099999905,30,OH,"Less than 10,000",Health Care
Business Data Analyst,Microsoft Project| Project Management| SQL,George Mason University,407,4.199999809,30,VA,,Education and Schools
Data Analyst,Excel| SQL,Colliers International,410,3.900000095,4,GA,"10,000+",Real Estate
"Solution Analyst - Healthcare Analytics & Delivery, New Vent...",Hive| Machine Learning| Project Management| Hadoop| R| SQL| Tableau,McKinsey & Company,411,4.300000191,21,NY,,
"Medical Director, Clinical Products - Healthcare Analytics,...",BC/BE| Pharmacy Residency| R| Excel| SQL| Python,McKinsey & Company,411,4.300000191,30,NY,,
"Data Analyst, Digital Gaming",Machine Learning| R| SQL| Data Analysis| Python,Hasbro Inc.,416,4.199999809,30,WA,,Consumer Goods and Services
Summer 2019 Intern - Data Analytics Analyst,Business Intelligence| R| Oracle| SQL| Tableau| Data Warehouse| PostgreSQL| Python,Salesforce,417,4.199999809,1,CA,"10,000+",Internet and Software
Sr. Data Analyst,R| SAS| SQL| Tableau| STATA,Electronic Arts,417,3.900000095,30,FL,"Less than 10,000",Internet and Software
Head of Sales Strategy & Analytics - Quip,SQL| Tableau,Salesforce,417,4.199999809,25,CA,"10,000+",Internet and Software
Business Data Analyst II,Crystal Reports| SQL| Excel| Microsoft Access,Liberty University,423,3.900000095,22,VA,,Education and Schools
Business Data Analyst,Survey Design| Microsoft Powerpoint,University of Utah,430,4.199999809,1,UT,"10,000+",Education and Schools
Bioinformatics Data Analyst I,Molecular Biology| Linux| C/C++| Java| Software Development| Data Analysis| Shell Scripting| OOP| Python,University of Utah,430,4.199999809,27,UT,"10,000+",Education and Schools
Business Data Analyst,STATA| Data Mining| R| SAS| SQL| Tableau,University of Utah,430,4.199999809,30,UT,"10,000+",Education and Schools
Business Data Analyst,Data Mining,University of Utah,430,4.199999809,30,UT,"10,000+",Education and Schools
Business Data Analyst,Data Mining,University of Utah,430,4.199999809,30,UT,"10,000+",Education and Schools
Bioinformatics Data Analyst I,Machine Learning| R| C/C++| SQL| Natural Language Processing| STATA| Analysis Skills| Software Development| Data Analysis| OOP| Molecular Biology| Epidemiology| Data Mining| Time Management| Hadoop| SAS| Java| Python,University of Utah,430,4.199999809,30,UT,"10,000+",Education and Schools
Business Data Analyst Sr,STATA| R| SAS,University of Utah,430,4.199999809,14,UT,"10,000+",Education and Schools
Business Data Analyst Sr,Quantitative Analysis| Excel| SQL| Tableau,University of Utah,430,4.199999809,13,UT,"10,000+",Education and Schools
Business Data Analyst Sr,STATA| Data Mining| R| SAS| SQL| Tableau,University of Utah,430,4.199999809,30,UT,"10,000+",Education and Schools
Quality Data Analyst,Quality Management| Microsoft Office,Corning,431,4,10,MA,"10,000+",Construction
Customer Experience Data Analyst,Microsoft Powerpoint| Power BI| R| Microsoft Office| Excel| SQL| Data Analysis| Python,Corning,431,4,25,MA,"10,000+",Construction
Fraud Detection & Prevention Data Analyst,CFE| Certified Compliance And Ethics Professional| Internal Audits,Change Healthcare,448,3.200000048,30,GA,"10,000+",Health Care
Data Analyst,Business Intelligence,Masco,450,3.400000095,7,MI,"10,000+",Industrial ManufacturingConstruction
Research Data Analyst- Healthcare Disparities (PT 20 hours t...,Microsoft Powerpoint,Boston Medical Center,451,4,21,MA,,Health Care
Data Analyst (S01182P),PeopleSoft| Microsoft Powerpoint| OBIEE| SAS| Oracle| Excel| SQL| Tableau| PL/SQL| Design Experience| Data Analysis,University of Texas at Arlington,454,4.300000191,18,TX,,Education and Schools
"Analyst, Customer Analytics",Data Mining| SQL| Tableau,REI,454,4.099999905,14,WA,"10,000+",Retail
Data Analyst - Supply Chain,Microsoft Access| .Net| Java,Fanatics Inc.,455,3.700000048,26,FL,"Less than 10,000",Retail
System Director Analytics,Machine Learning,Franciscan Health,456,3.700000048,20,IN,"10,000+",Health Care
Data Analyst SmartHealth,Excel| SQL| Microsoft Access| Tableau,Ascension Healthcare,457,3.299999952,5,WI,,Health Care
Operations Master Data Analyst - Supply Chain,PeopleSoft| ERP Systems,Ascension Healthcare,457,3.299999952,1,IL,,Health Care
Operations Master Data Analyst - Supply Chain,PeopleSoft| ERP Systems,Ascension Healthcare,457,3.299999952,1,IL,,Health Care
Business Data Analyst,Business Intelligence| R| SQL| Tableau| Confluence| Alteryx| Python| Jira,Advance Financial,468,3.900000095,30,TN,"Less than 10,000",Banks and Financial Services
Senior Data Analyst,Data Mining| R| SQL| Tableau,Blue Apron,478,3.400000095,30,TX,"Less than 10,000",Food and Beverages
Senior Data Analyst,Data Mining| R| SQL| Tableau,Blue Apron,478,3.400000095,30,TX,"Less than 10,000",Food and Beverages
"Data Analyst, Technology",T-SQL| PL/SQL| Data Mining| Microsoft Powerpoint| SPSS| R| SAS| Python| Microsoft Office,Raymond James,480,3.900000095,1,FL,,Banks and Financial Services
Data Analyst,Microsoft SQL Server| Financial Accounting| Accounting| ERP Systems| Visual Basic| Power BI| Excel| Microsoft Access,CHEP,480,3.599999905,30,FL,"10,000+",Consulting and Business Services
BXB Digital - Data Analyst,Data Mining| QlikView| Business Analysis| SQL| Microsoft Office| Tableau,CHEP,480,3.599999905,30,CA,"10,000+",Consulting and Business Services
"e-Data Analyst, philosophy",Power BI| SQL| Tableau,Coty Inc.,481,3.799999952,7,NY,,
Data Analyst - Magento Business Intelligence,MongoDB| Quantitative Analysis| Analysis Skills| Google Analytics| PostgreSQL| Data Analysis| Magento,Adobe,484,4.300000191,16,TX,"10,000+",Internet and Software
"Director, Business Operations & Analytics",Management Consulting,Adobe,484,4.300000191,30,CA,"10,000+",Internet and Software
Procurement Reporting and Data Analyst,Business Intelligence| SAP| Customer Service| Tableau,Smith & Nephew,489,3.700000048,27,TN,"10,000+",Health Care
Data Analyst,Spark| Microsoft Powerpoint| Data Analysis| R| Python| SQL| Tableau,RELX Group,494,3.799999952,30,CA,,
Supervision Data Analyst - Supervision Group,SharePoint| Visual Basic| SAS| SQL| Excel,Federal Reserve Bank of New York,495,4.099999905,14,NY,"Less than 10,000",Banks and Financial Services
Department Data Analyst - Ft. Worth - Moncrief Cancer Instit...,R| SAS| SQL,UT Southwestern Medical Center,500,3.900000095,23,TX,,Health Care
Data Analyst,Business Analysis,Allegheny Health Network,505,3.599999905,28,PA,,Health Care
340B Data Analyst- Pharmacy,Business Analysis,Allegheny Health Network,505,3.599999905,25,PA,,Health Care
IT Data Analyst,Business Analysis,Allegheny Health Network,505,3.599999905,30,PA,,Health Care
MES Data Analyst,Time Management| Microsoft Office,"Butterball, LLC",509,3.700000048,8,NC,,
Business Data Analyst,SQL| Microsoft Office,Pinkerton,510,3.599999905,12,CA,"Less than 10,000",Consulting and Business Services
Business Data Analyst,,Pinkerton,510,3.599999905,12,CA,"Less than 10,000",Consulting and Business Services
Senior Data Analyst,Microsoft SQL Server| Time Management| SQL| Tableau| Data Warehouse,Red Ventures,511,3.299999952,30,NY,"Less than 10,000",Internet and Software
Sr. Marketing Data Analyst,Microsoft Powerpoint| R| Marketing| SAS| Excel,GM Financial,514,3.700000048,7,MI,"Less than 10,000",Auto
VP Decision Analytics,R| Big Data| Data Analysis| Data Mining| Microsoft Powerpoint| Hadoop| SAS| Spark| Python,GM Financial,514,3.700000048,30,TX,"Less than 10,000",Auto
Data Analyst - HEDIS-QARR Analyst,SAS| Managed Care| Microsoft Access,EmblemHealth,517,3.599999905,30,NY,"Less than 10,000",Insurance
Data Analyst,Microsoft SQL Server| Data Management| Visual Basic| SAS| SQL| Tableau| Microsoft Access,EmblemHealth,517,3.599999905,30,NY,"Less than 10,000",Insurance
Data Analyst,Microsoft SQL Server| SAS| Oracle| Crystal Reports| SQL| Microsoft Office| Microsoft Word| Data Analysis,EmblemHealth,517,3.599999905,30,NY,"Less than 10,000",Insurance
Senior Data Analyst (Pharmacy),Business Intelligence| R| SAS| Oracle| Microsoft Office| SQL,EmblemHealth,517,3.599999905,2,NY,"Less than 10,000",Insurance
Lead Data Analyst,Visual Basic| SAS| SQL| Tableau,EmblemHealth,517,3.599999905,28,NY,"Less than 10,000",Insurance
Lead Data Analyst,Microsoft SQL Server| Oracle| SAS| Crystal Reports| SQL| Microsoft Office| Microsoft Word| Data Analysis,EmblemHealth,517,3.599999905,28,NY,"Less than 10,000",Insurance
Research Data Analyst,Microsoft Office,Stanford University,530,4.300000191,6,CA,"Less than 10,000",Education and Schools
"Data Analyst - Python, SQL",Data Mining| Python| SQL,Stanford University,530,4.300000191,29,CA,"Less than 10,000",Education and Schools
Data Analyst 2,Data Mining| Data Analysis,Stanford University,530,4.300000191,18,CA,"Less than 10,000",Education and Schools
Research Data Analyst,Machine Learning| Microsoft Office,Stanford University,530,4.300000191,29,CA,"Less than 10,000",Education and Schools
Associate Data Analyst,Machine Learning| Hadoop| SQL| Tableau| Java| Spark| Data Analysis| Python,Stanford University,530,4.300000191,29,CA,"Less than 10,000",Education and Schools
Scientific Data Analyst,Statistical Software| Data Mining| R| MATLAB| Python,Stanford University,530,4.300000191,26,CA,"Less than 10,000",Education and Schools
Data Analyst,Hive| Python| SQL,Kohler Co.,534,3.700000048,30,WI,,
Senior Data Analyst,,The University of Pittsburgh,541,4.199999809,1,PA,,Education and Schools
Health Data Analyst - Experienced,R| SAS| Microsoft Office| SQL| Microsoft Access| Python,Blue Shield of California,542,3.599999905,21,CA,"Less than 10,000",Health Care
Health Data Analyst - Experienced,R| SAS| Microsoft Office| SQL| Microsoft Access| Python,Blue Shield of California,542,3.599999905,20,CA,"Less than 10,000",Health Care
Health Data Analyst - Senior,Microsoft Word| Microsoft Powerpoint| Data Analysis| Microsoft Office,Blue Shield of California,542,3.599999905,27,CA,"Less than 10,000",Health Care
"Health Data Analyst, Rx Reporting",Cordova| Linux| Scripting| Visual Basic| SAS| Crystal Reports| SQL| Microsoft Office| Tableau| PL/SQL| Design Experience| Python,Blue Shield of California,542,3.599999905,12,CA,"Less than 10,000",Health Care
"IT Data Analyst, Senior",Informatica| Data Analysis| Leadership Experience| Oracle| SQL,Blue Shield of California,542,3.599999905,27,CA,"Less than 10,000",Health Care
"Data Protection, Data Analyst",Microsoft SQL Server| SQL| Confluence| SharePoint| NFS,Equifax,550,3.700000048,30,GA,"10,000+",Banks and Financial Services
Senior Data Analyst,Data Mining| Data Warehouse,Broadridge,570,3.599999905,30,NY,,
Associate Data Analyst,,National Grid,575,3.900000095,26,NY,,
"Data Analyst, Energy Evaluation",Microsoft Powerpoint| SQL| Microsoft Office,National Grid,575,3.900000095,5,MA,,
"Data Analyst, Gas Materials & Standards",Visual Basic| HTML5| SQL| Microsoft Access| Java| SharePoint,National Grid,575,3.900000095,29,NY,,
"Data Analyst- Glendale, CA",Microsoft Word| Microsoft Office| Excel| SQL| Microsoft Access,Fidelity National Financial,576,3.799999952,6,CA,"10,000+",Insurance
Data Analyst,SPSS| Statisical Analysis| Microsoft Office,Emory University,580,4.099999905,30,GA,,Education and Schools
Data Analyst,,Emory University,580,4.099999905,30,GA,,Education and Schools
Data Analyst,R| Statisical Analysis| SAS,Emory University,580,4.099999905,30,GA,,Education and Schools
"Data Analyst, Sr",PeopleSoft| MySQL| Microsoft SQL Server| SPSS| R| Oracle| SAS,Emory University,580,4.099999905,6,GA,,Education and Schools
Public Health Data Analyst,Epidemiology| Qualtrics| SAS| SQL| Excel| HTML5| Microsoft Access| Medical Terminology| Data Analysis,Emory University,580,4.099999905,30,GA,,Education and Schools
Public Health Data Analyst,Epidemiology| Qualtrics| Medical Terminology| SAS,Emory University,580,4.099999905,30,GA,,Education and Schools
"Director, Analytics",Data Warehouse| R| MATLAB| SAS| Python| SQL| Tableau,DoorDash,588,3.299999952,8,CA,,Internet and Software
"Strategic Analyst- (Measurement, Data Analytics and Products...",Java| R| SAS| Python| SQL| Tableau,PG&E,599,3.900000095,30,CA,"10,000+",Energy and Utilities
"Strategic Analyst, Senior (Measurement, Data Analytics and P...",R| Oracle| SAS| Python| SQL| Tableau,PG&E,599,3.900000095,30,CA,"10,000+",Energy and Utilities
Strategic Operations Data Analyst,Time Management| SQL| Microsoft Office,Santander Consumer USA,601,3.400000095,10,TX,"Less than 10,000",Banks and Financial Services
Information /Data Analyst,Business Intelligence| Data Analysis| Power BI| R| Python| SQL| Tableau,Sentara Healthcare,605,3.900000095,30,VA,"10,000+",Health Care
Senior Data Analyst,R| SAS| STATA,Harvard University,607,4.300000191,30,MA,,Education and Schools
Data Analyst Professional,SOX| Visio| Business Analysis| Excel| SQL,Freddie Mac,607,3.900000095,30,VA,"Less than 10,000",Banks and Financial Services
Data Analyst Professional,SOX| Visio| Business Analysis| Excel| SQL,Freddie Mac,607,3.900000095,30,VA,"Less than 10,000",Banks and Financial Services
"Analyst - Business Analytics, Intelligence and Data Science",Business Intelligence| Alteryx| Microsoft SQL Server| SQL| Tableau,Harvard Business Publishing,607,4.300000191,5,MA,,Education and Schools
Sr Analyst - Data Analyst,Microsoft SQL Server| Data Analysis| SAS,Blue Cross Blue Shield of Michigan,609,3.900000095,9,MI,,Insurance
Sr Data Analyst - Market Insight & Analytics,Data Mining| Marketing| R| SAS| Microsoft Office| SQL| Supervising Experience| Data Analysis,Blue Cross Blue Shield of Michigan,609,3.900000095,1,MI,,Insurance
Analytic Data Analyst,Database Administration| Data Warehouse| Business Analysis| SAS| SQL| Microsoft Office,Highmark Health,610,3.200000048,12,PA,,Health Care
"Data Analyst, Pricing",Predictive Analytics| Machine Learning| R| MATLAB| Python| C/C++| SQL| Tableau,Under Armour,620,3.900000095,1,MD,"Less than 10,000",Consumer Goods and Services
Data Analyst,JavaScript| Data Warehouse| R| Python| SQL| Tableau,Under Armour,620,3.900000095,30,MD,"Less than 10,000",Consumer Goods and Services
Data Analyst,JavaScript| Data Warehouse| R| Python| SQL| Tableau,Under Armour,620,3.900000095,30,MD,"Less than 10,000",Consumer Goods and Services
DATA ANALYST,JavaScript| Data Warehouse| R| Python| SQL| Tableau,Under Armour,620,3.900000095,30,MD,"Less than 10,000",Consumer Goods and Services
IT Data Analytics and Born Digital Analyst,Machine Learning| Project Management| Power BI,RB,624,3.700000048,30,NJ,,
Data Analyst,Project Management| R| Python| SQL| Tableau,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
"Data Analyst I, Safety and Insurance",Hive| Spark| R| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Data Analyst - Verticals,SQL,Uber,641,3.799999952,30,WA,"10,000+",Internet and Software
Data Analyst,Hive| Machine Learning| Experimental Design| Python| SQL| Tableau,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Data Analyst - Global Security,JavaScript| Microsoft SQL Server| Microsoft Powerpoint| Python| SQL| Tableau,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Data Analyst - Financial Intelligence,Hive| Hyperion| R| Python| SQL| Tableau,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
"Data Analyst II, Safety & Insurance",Hive| Spark| R| Python| SQL,Uber,641,3.799999952,19,CA,"10,000+",Internet and Software
Analytics & Insights Senior Data Analyst,Hive| Experimental Design| R| Python| SQL,Uber,641,3.799999952,30,NY,"10,000+",Internet and Software
"Data Analyst Manager, Safety and Insurance",Hive| Data Analysis| R| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
"Internal Audit Analyst, Data Analytics and Automation",Hive| Data Analysis| R| Oracle| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
"Data Analyst Survey Insights, Safety & Insurance",Survey Design| Hive| Spark| R| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Data Analyst - Strategic Finance,Hive| Business Intelligence| Machine Learning| Project Management| R| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Business Intelligence / Data Analyst II,Hive| Business Intelligence| Spark| Data Warehouse| Hadoop| Scripting| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
"Head of Restaurant Growth Analytics and Insights, Uber Eats...",B2B Sales| SPSS| R| Python| SQL,Uber,641,3.799999952,6,CA,"10,000+",Internet and Software
Analytics & Insights Manager,R| Python| SQL,Uber,642,3.700000048,21,CA,"10,000+",Internet and Software
Sr Research Data Analyst,,Johns Hopkins University,645,4.099999905,2,MD,"10,000+",Education and Schools
Research Data Analyst,STATA| Data Analysis| R| SAS| Clinical Trials,Johns Hopkins University,645,4.099999905,30,MD,"10,000+",Education and Schools
Senior Data Analyst,Time Management| SQL| Tableau| Data Analysis,Scholastic,646,3.799999952,30,NY,"Less than 10,000","Media, News and Publishing"
Statistical Data Analyst (Ops Research),SharePoint| Microsoft Word| Microsoft Powerpoint| Data Analysis| Microsoft Office| Tableau,Leidos,653,3.700000048,6,DC,"10,000+",Aerospace and Defense
Airforce Aviation Data Analyst,R| Microsoft Office| Tableau| STATA| Data Analysis| MATLAB| Military Experience,Leidos,653,3.700000048,16,VA,"10,000+",Aerospace and Defense
Business Integration Data Analyst,Time Management| Visio| Microsoft Office| SQL,Leidos,653,3.700000048,5,AL,"10,000+",Aerospace and Defense
"Tableau Developer, Data Products",Java| Business Intelligence| Hadoop| SAS| Python| SQL| Tableau,Visa,656,4,30,CA,"10,000+",Banks and Financial Services
Healthcare Data Analyst,STATA| Machine Learning| R| Python| SQL,Thomas Jefferson University and Hospitals,663,4,21,PA,"10,000+",Education and Schools
Operations Data Analyst,Excel| SQL| Tableau| Analysis Skills| QlikView,Gallagher,665,3.299999952,30,IL,"10,000+",Insurance
"Data Analyst, Internal Audit",,Owens Corning,669,3.799999952,1,OH,"10,000+",Construction
"Data Analyst, Profiles",Project Management| R| SQL| HTML5| Excel| Python,Bloomberg,671,3.900000095,1,NJ,"10,000+","Media, News and Publishing"
"Data Analyst, Social Networking",JavaScript| MySQL| Visual Basic| Oracle| Python| SQL| Excel| HTML5,Bloomberg,671,3.900000095,30,NJ,"10,000+","Media, News and Publishing"
"Data Analyst, Content Indexing",JavaScript| Machine Learning| R| Python| SQL,Bloomberg,671,3.900000095,27,NJ,"10,000+","Media, News and Publishing"
Data Analyst,Microsoft SQL Server| Oracle| Crystal Reports| SQL| Tableau,University of Massachusetts Medical School,689,4.199999809,30,MA,,Education and Schools
Healthcare Data Analyst II - MHE,Data Mining| Time Management| SAS| Excel| SQL,University of Massachusetts Medical School,689,4.199999809,1,MA,,Education and Schools
Clinical Data Analyst - Precision Medicine,Microsoft SQL Server| Microsoft Powerpoint| SQL| Tableau| Microsoft Word| Data Warehouse| Visio| Informatica,Catholic Health Initiatives,689,3.400000095,5,CO,"10,000+",Health Care
Technology and Data Analyst (Ratings Risk Review),Data Mining| Machine Learning| Data Warehouse| QlikView| Visual Basic| Python| SQL| Tableau,S&P Global,700,4,30,NY,,Banks and Financial Services
Training Data Analyst,SharePoint| LMS| Excel,Southern California Edison,706,4,4,CA,"10,000+",Energy and Utilities
Data Analyst - Personalized Customer Experience,JavaScript| R| SQL| HTML5| Tableau| Confluence| CSS| Python| Jira,Bose,717,4.199999809,30,MA,,Computers and Electronics
DOCM DATA ANALYST D,JavaScript| Data Mining| XML| SAS| SQL| SPSS,University of Pennsylvania,722,4.199999809,4,PA,"10,000+",Education and Schools
DATA ANALYST,STATA| R| SAS| SQL,University of Pennsylvania,722,4.199999809,30,PA,"10,000+",Education and Schools
DATA ANALYST C,Linux| Machine Learning| Shell Scripting| Image Processing| C/C++| Python,University of Pennsylvania,722,4.199999809,30,PA,"10,000+",Education and Schools
Research and Data Analyst,R| Excel| SQL| SPSS| Leadership Experience| SAS| Microsoft Office| Tableau| Visio,State of Arizona,724,3.599999905,26,AZ,"10,000+",Government
